,date
16972,2014-05-14
16973,2014-05-14
16975,2014-05-14
16976,2014-05-14
16977,2014-05-14
16982,2014-05-14
16983,2014-05-14
16985,2014-05-14
16995,2014-05-14
16997,2014-05-14
16998,2014-05-14
16999,2014-05-14
17000,2014-05-14
17001,2014-05-14
17082,2014-05-15
17084,2014-05-15
17085,2014-05-15
17106,2014-05-15
17127,2014-05-15
17129,2014-05-15
17130,2014-05-15
17131,2014-05-15
17133,2014-05-15
17135,2014-05-15
17142,2014-05-15
17232,2014-05-16
17233,2014-05-16
17236,2014-05-16
17237,2014-05-16
17238,2014-05-16
17240,2014-05-16
17244,2014-05-16
17245,2014-05-16
17246,2014-05-16
17247,2014-05-16
17251,2014-05-16
17283,2014-05-16
17284,2014-05-16
17285,2014-05-16
17437,2014-05-17
17438,2014-05-17
17455,2014-05-17
17456,2014-05-17
17457,2014-05-17
17465,2014-05-17
17469,2014-05-17
17470,2014-05-17
17475,2014-05-17
17601,2014-05-18
17602,2014-05-18
17604,2014-05-18
17607,2014-05-18
17625,2014-05-18
17627,2014-05-18
17640,2014-05-18
17646,2014-05-18
17648,2014-05-18
17649,2014-05-18
17651,2014-05-18
17653,2014-05-18
17654,2014-05-18
17659,2014-05-18
17700,2014-05-19
17702,2014-05-19
17703,2014-05-19
17704,2014-05-19
17709,2014-05-19
17710,2014-05-19
17717,2014-05-19
17718,2014-05-19
17726,2014-05-19
17853,2014-05-20
17857,2014-05-20
17858,2014-05-20
17859,2014-05-20
17860,2014-05-20
17862,2014-05-20
17863,2014-05-20
17867,2014-05-20
17869,2014-05-20
17880,2014-05-20
18007,2014-05-21
18008,2014-05-21
18009,2014-05-21
18010,2014-05-21
18011,2014-05-21
18012,2014-05-21
18013,2014-05-21
18014,2014-05-21
18015,2014-05-21
18016,2014-05-21
18211,2014-05-22
18213,2014-05-22
18214,2014-05-22
18215,2014-05-22
18216,2014-05-22
18217,2014-05-22
18219,2014-05-22
18227,2014-05-22
18229,2014-05-22
18230,2014-05-22
18232,2014-05-23
18233,2014-05-23
18234,2014-05-23
18235,2014-05-23
18237,2014-05-23
18239,2014-05-23
18240,2014-05-23
18241,2014-05-23
18243,2014-05-23
18246,2014-05-23
18257,2014-05-23
18258,2014-05-23
18261,2014-05-23
18263,2014-05-23
18265,2014-05-23
18292,2014-05-23
18403,2014-05-24
18405,2014-05-24
18406,2014-05-24
18407,2014-05-24
18409,2014-05-24
18414,2014-05-24
18415,2014-05-24
18416,2014-05-24
18417,2014-05-24
18418,2014-05-24
18419,2014-05-24
18623,2014-05-25
18624,2014-05-25
18641,2014-05-25
18649,2014-05-25
18650,2014-05-25
18652,2014-05-25
18653,2014-05-25
18656,2014-05-25
18661,2014-05-25
18752,2014-05-26
18753,2014-05-26
18754,2014-05-26
18755,2014-05-26
18756,2014-05-26
18757,2014-05-26
18758,2014-05-26
18759,2014-05-26
18761,2014-05-26
18762,2014-05-26
18764,2014-05-26
18765,2014-05-26
18789,2014-05-26
18791,2014-05-26
18798,2014-05-26
18816,2014-05-26
18819,2014-05-26
18821,2014-05-26
18873,2014-05-27
18875,2014-05-27
18876,2014-05-27
18877,2014-05-27
18879,2014-05-27
18880,2014-05-27
18881,2014-05-27
18882,2014-05-27
18883,2014-05-27
18884,2014-05-27
18886,2014-05-27
18887,2014-05-27
18888,2014-05-27
18889,2014-05-27
18892,2014-05-27
18895,2014-05-27
18911,2014-05-27
18912,2014-05-27
19070,2014-05-28
19071,2014-05-28
19072,2014-05-28
19078,2014-05-28
19079,2014-05-28
19080,2014-05-28
19081,2014-05-28
19083,2014-05-28
19084,2014-05-28
19085,2014-05-28
19097,2014-05-28
19133,2014-05-29
19134,2014-05-29
19156,2014-05-29
19157,2014-05-29
19159,2014-05-29
19160,2014-05-29
19161,2014-05-29
19164,2014-05-29
19285,2014-05-30
19290,2014-05-30
19291,2014-05-30
19292,2014-05-30
19294,2014-05-30
19295,2014-05-30
19296,2014-05-30
19299,2014-05-30
19300,2014-05-30
19341,2014-05-30
19345,2014-05-30
19346,2014-05-30
19350,2014-05-30
19476,2014-05-31
19478,2014-05-31
19479,2014-05-31
19480,2014-05-31
19481,2014-05-31
19486,2014-05-31
19487,2014-05-31
19488,2014-05-31
19491,2014-05-31
19493,2014-05-31
19495,2014-05-31
19496,2014-05-31
19497,2014-05-31
19513,2014-05-31
19514,2014-05-31
19539,2014-05-31
19600,2014-06-01
19616,2014-06-01
19617,2014-06-01
19618,2014-06-01
19621,2014-06-01
19622,2014-06-01
19623,2014-06-01
19624,2014-06-01
19625,2014-06-01
19626,2014-06-01
19627,2014-06-01
19629,2014-06-01
19630,2014-06-01
19633,2014-06-01
19877,2014-06-02
19881,2014-06-02
19882,2014-06-02
19883,2014-06-02
19884,2014-06-02
19889,2014-06-02
19977,2014-06-03
19978,2014-06-03
19980,2014-06-03
19981,2014-06-03
19983,2014-06-03
20002,2014-06-03
20004,2014-06-03
20018,2014-06-03
20026,2014-06-03
20028,2014-06-03
20031,2014-06-03
20032,2014-06-03
20033,2014-06-03
20037,2014-06-03
20042,2014-06-04
20043,2014-06-04
20044,2014-06-04
20045,2014-06-04
20049,2014-06-04
20058,2014-06-04
20061,2014-06-04
20063,2014-06-04
20073,2014-06-04
20235,2014-06-05
20236,2014-06-05
20239,2014-06-05
20247,2014-06-05
20262,2014-06-05
20284,2014-06-05
20285,2014-06-05
20286,2014-06-05
20288,2014-06-05
20290,2014-06-05
20292,2014-06-05
20293,2014-06-05
20300,2014-06-05
20450,2014-06-06
20469,2014-06-06
20494,2014-06-06
20496,2014-06-06
20499,2014-06-06
20535,2014-06-07
20538,2014-06-07
20539,2014-06-07
20540,2014-06-07
20607,2014-06-07
20635,2014-06-07
20638,2014-06-07
20694,2014-06-08
20696,2014-06-08
20698,2014-06-08
20699,2014-06-08
20700,2014-06-08
20701,2014-06-08
20702,2014-06-08
20703,2014-06-08
20704,2014-06-08
20705,2014-06-08
20706,2014-06-08
20707,2014-06-08
20711,2014-06-08
20713,2014-06-08
20714,2014-06-08
20725,2014-06-08
20726,2014-06-08
20727,2014-06-08
20728,2014-06-08
20729,2014-06-08
20800,2014-06-08
20895,2014-06-09
20915,2014-06-09
20937,2014-06-09
20939,2014-06-09
20943,2014-06-09
20947,2014-06-09
20948,2014-06-09
20968,2014-06-10
20969,2014-06-10
20970,2014-06-10
20971,2014-06-10
20974,2014-06-10
20979,2014-06-10
21008,2014-06-10
21036,2014-06-10
21044,2014-06-10
21045,2014-06-10
21046,2014-06-10
21078,2014-06-11
21089,2014-06-11
21091,2014-06-11
21095,2014-06-11
21097,2014-06-11
21098,2014-06-11
21103,2014-06-11
21115,2014-06-11
21130,2014-06-11
21131,2014-06-11
21145,2014-06-11
21146,2014-06-11
21168,2014-06-11
21230,2014-06-12
21233,2014-06-12
21234,2014-06-12
21237,2014-06-12
21256,2014-06-12
21280,2014-06-12
21281,2014-06-12
21282,2014-06-12
21284,2014-06-12
21364,2014-06-13
21380,2014-06-13
21382,2014-06-13
21386,2014-06-13
21389,2014-06-13
21394,2014-06-13
21424,2014-06-13
21456,2014-06-13
21457,2014-06-13
21458,2014-06-13
21459,2014-06-13
21460,2014-06-13
21486,2014-06-14
21498,2014-06-14
21502,2014-06-14
21503,2014-06-14
21506,2014-06-14
21511,2014-06-14
21513,2014-06-14
21514,2014-06-14
21551,2014-06-14
21659,2014-06-15
21661,2014-06-15
21662,2014-06-15
21663,2014-06-15
21664,2014-06-15
21665,2014-06-15
21669,2014-06-15
21672,2014-06-15
21675,2014-06-15
21679,2014-06-15
21695,2014-06-15
21888,2014-06-16
21889,2014-06-16
21890,2014-06-16
21891,2014-06-16
21892,2014-06-16
21894,2014-06-16
21896,2014-06-16
21897,2014-06-16
21898,2014-06-16
22033,2014-06-17
22035,2014-06-17
22036,2014-06-17
22040,2014-06-17
22041,2014-06-17
22044,2014-06-17
22045,2014-06-17
22046,2014-06-17
22047,2014-06-17
22049,2014-06-17
22051,2014-06-17
22052,2014-06-17
22053,2014-06-17
22054,2014-06-17
22090,2014-06-18
22095,2014-06-18
22096,2014-06-18
22097,2014-06-18
22098,2014-06-18
22100,2014-06-18
22102,2014-06-18
22104,2014-06-18
22117,2014-06-18
22119,2014-06-18
22298,2014-06-19
22299,2014-06-19
22300,2014-06-19
22305,2014-06-19
22307,2014-06-19
22308,2014-06-19
22313,2014-06-19
22314,2014-06-19
22316,2014-06-19
22322,2014-06-19
22325,2014-06-19
22327,2014-06-19
22328,2014-06-19
22329,2014-06-19
22330,2014-06-19
22408,2014-06-20
22419,2014-06-20
22426,2014-06-20
22428,2014-06-20
22429,2014-06-20
22431,2014-06-20
22433,2014-06-20
22434,2014-06-20
22435,2014-06-20
22437,2014-06-20
22443,2014-06-20
22483,2014-06-21
22485,2014-06-21
22486,2014-06-21
22487,2014-06-21
22488,2014-06-21
22566,2014-06-21
22594,2014-06-21
22595,2014-06-21
22597,2014-06-21
22602,2014-06-21
22682,2014-06-22
22683,2014-06-22
22687,2014-06-22
22688,2014-06-22
22691,2014-06-22
22697,2014-06-22
22699,2014-06-22
22701,2014-06-22
22720,2014-06-22
22856,2014-06-23
22878,2014-06-23
22920,2014-06-23
22921,2014-06-23
22922,2014-06-23
22924,2014-06-23
22925,2014-06-23
22926,2014-06-23
22928,2014-06-23
22929,2014-06-23
22930,2014-06-23
22931,2014-06-23
22932,2014-06-23
22933,2014-06-23
22936,2014-06-23
23003,2014-06-24
23005,2014-06-24
23006,2014-06-24
23007,2014-06-24
23071,2014-06-24
23072,2014-06-24
23074,2014-06-24
23075,2014-06-24
23081,2014-06-24
23084,2014-06-24
23085,2014-06-24
23097,2014-06-24
23100,2014-06-24
23101,2014-06-24
23102,2014-06-24
23178,2014-06-25
23179,2014-06-25
23180,2014-06-25
23193,2014-06-25
23194,2014-06-25
23203,2014-06-25
23206,2014-06-25
23207,2014-06-25
23208,2014-06-25
23209,2014-06-25
23251,2014-06-26
23252,2014-06-26
23253,2014-06-26
23258,2014-06-26
23260,2014-06-26
23261,2014-06-26
23262,2014-06-26
23264,2014-06-26
23286,2014-06-26
23310,2014-06-26
23311,2014-06-26
23313,2014-06-26
23428,2014-06-27
23461,2014-06-27
23484,2014-06-27
23527,2014-06-27
23535,2014-06-27
23536,2014-06-27
23537,2014-06-27
23541,2014-06-27
23542,2014-06-27
23543,2014-06-27
23544,2014-06-27
23609,2014-06-28
23610,2014-06-28
23611,2014-06-28
23613,2014-06-28
23615,2014-06-28
23616,2014-06-28
23621,2014-06-28
23623,2014-06-28
23626,2014-06-28
23627,2014-06-28
23628,2014-06-28
23629,2014-06-28
23668,2014-06-28
23768,2014-06-29
23770,2014-06-29
23772,2014-06-29
23773,2014-06-29
23777,2014-06-29
23779,2014-06-29
23780,2014-06-29
23782,2014-06-29
23784,2014-06-29
23788,2014-06-29
23789,2014-06-29
23797,2014-06-29
23804,2014-06-29
23964,2014-06-30
23968,2014-06-30
23980,2014-06-30
23981,2014-06-30
23983,2014-06-30
23984,2014-06-30
23985,2014-06-30
23986,2014-06-30
23987,2014-06-30
23989,2014-06-30
23990,2014-06-30
23993,2014-06-30
23994,2014-06-30
23995,2014-06-30
23996,2014-06-30
23997,2014-06-30
24028,2014-06-30
24030,2014-06-30
24031,2014-06-30
24036,2014-06-30
24040,2014-07-01
24041,2014-07-01
24042,2014-07-01
24043,2014-07-01
24044,2014-07-01
24045,2014-07-01
24048,2014-07-01
24050,2014-07-01
24207,2014-07-02
24208,2014-07-02
24209,2014-07-02
24210,2014-07-02
24212,2014-07-02
24213,2014-07-02
24214,2014-07-02
24215,2014-07-02
24216,2014-07-02
24218,2014-07-02
24219,2014-07-02
24231,2014-07-02
24416,2014-07-03
24421,2014-07-03
24423,2014-07-03
24424,2014-07-03
24425,2014-07-03
24427,2014-07-03
24435,2014-07-03
24437,2014-07-03
24438,2014-07-03
24439,2014-07-03
24441,2014-07-04
24442,2014-07-04
24443,2014-07-04
24444,2014-07-04
24445,2014-07-04
24446,2014-07-04
24448,2014-07-04
24449,2014-07-04
24450,2014-07-04
24451,2014-07-04
24452,2014-07-04
24453,2014-07-04
24456,2014-07-04
24458,2014-07-04
24461,2014-07-04
24627,2014-07-04
24661,2014-07-05
24662,2014-07-05
24663,2014-07-05
24666,2014-07-05
24668,2014-07-05
24669,2014-07-05
24671,2014-07-05
24673,2014-07-05
24674,2014-07-05
24675,2014-07-05
24676,2014-07-05
24677,2014-07-05
24678,2014-07-05
24679,2014-07-05
24680,2014-07-05
24709,2014-07-05
24767,2014-07-05
24855,2014-07-06
24859,2014-07-06
24861,2014-07-06
24908,2014-07-06
24915,2014-07-06
24916,2014-07-06
24917,2014-07-06
24918,2014-07-06
24919,2014-07-06
25029,2014-07-07
25032,2014-07-07
25033,2014-07-07
25035,2014-07-07
25036,2014-07-07
25037,2014-07-07
25038,2014-07-07
25153,2014-07-07
25155,2014-07-07
25156,2014-07-07
25162,2014-07-07
25258,2014-07-08
25259,2014-07-08
25261,2014-07-08
25262,2014-07-08
25263,2014-07-08
25267,2014-07-08
25277,2014-07-08
25281,2014-07-08
25285,2014-07-08
25286,2014-07-08
25288,2014-07-08
25289,2014-07-08
25312,2014-07-08
25314,2014-07-08
25338,2014-07-08
25351,2014-07-08
25431,2014-07-09
25432,2014-07-09
25433,2014-07-09
25453,2014-07-09
25474,2014-07-09
25477,2014-07-09
25478,2014-07-09
25480,2014-07-09
25482,2014-07-09
25483,2014-07-09
25484,2014-07-09
25485,2014-07-09
25486,2014-07-09
25488,2014-07-09
25489,2014-07-09
25490,2014-07-09
25491,2014-07-09
25492,2014-07-09
25508,2014-07-10
25509,2014-07-10
25511,2014-07-10
25521,2014-07-10
25524,2014-07-10
25526,2014-07-10
25529,2014-07-10
25530,2014-07-10
25531,2014-07-10
25532,2014-07-10
25534,2014-07-10
25540,2014-07-10
25541,2014-07-10
25542,2014-07-10
25543,2014-07-10
25561,2014-07-10
25592,2014-07-10
25695,2014-07-11
25697,2014-07-11
25698,2014-07-11
25699,2014-07-11
25703,2014-07-11
25704,2014-07-11
25706,2014-07-11
25709,2014-07-11
25865,2014-07-12
25870,2014-07-12
25871,2014-07-12
25873,2014-07-12
25875,2014-07-12
25880,2014-07-12
25881,2014-07-12
25884,2014-07-12
26122,2014-07-13
26123,2014-07-13
26124,2014-07-13
26127,2014-07-13
26130,2014-07-13
26131,2014-07-13
26134,2014-07-13
26138,2014-07-13
26139,2014-07-13
26140,2014-07-13
26269,2014-07-14
26270,2014-07-14
26271,2014-07-14
26272,2014-07-14
26273,2014-07-14
26274,2014-07-14
26276,2014-07-14
26300,2014-07-14
26303,2014-07-14
26331,2014-07-14
26358,2014-07-15
26361,2014-07-15
26362,2014-07-15
26368,2014-07-15
26387,2014-07-15
26389,2014-07-15
26410,2014-07-15
26416,2014-07-15
26417,2014-07-15
26418,2014-07-15
26421,2014-07-15
26424,2014-07-15
26426,2014-07-15
26427,2014-07-15
26530,2014-07-16
26531,2014-07-16
26559,2014-07-16
26578,2014-07-16
26579,2014-07-16
26580,2014-07-16
26581,2014-07-16
26582,2014-07-16
26584,2014-07-16
26585,2014-07-16
26586,2014-07-16
26677,2014-07-17
26679,2014-07-17
26680,2014-07-17
26682,2014-07-17
26683,2014-07-17
26685,2014-07-17
26706,2014-07-17
26708,2014-07-17
26729,2014-07-17
26730,2014-07-17
26732,2014-07-17
26734,2014-07-17
26735,2014-07-17
26738,2014-07-17
26751,2014-07-17
26752,2014-07-17
26753,2014-07-17
26930,2014-07-18
26932,2014-07-18
26940,2014-07-18
26942,2014-07-18
26943,2014-07-18
26944,2014-07-18
26945,2014-07-18
26946,2014-07-18
26947,2014-07-18
26948,2014-07-18
26949,2014-07-18
26951,2014-07-18
26953,2014-07-18
27040,2014-07-19
27041,2014-07-19
27043,2014-07-19
27046,2014-07-19
27048,2014-07-19
27049,2014-07-19
27050,2014-07-19
27053,2014-07-19
27054,2014-07-19
27057,2014-07-19
27066,2014-07-19
27075,2014-07-19
27127,2014-07-19
27167,2014-07-20
27168,2014-07-20
27169,2014-07-20
27170,2014-07-20
27172,2014-07-20
27175,2014-07-20
27176,2014-07-20
27178,2014-07-20
27179,2014-07-20
27181,2014-07-20
27182,2014-07-20
27183,2014-07-20
27186,2014-07-20
27188,2014-07-20
27205,2014-07-20
27206,2014-07-20
27209,2014-07-20
27438,2014-07-21
27479,2014-07-21
27480,2014-07-21
27481,2014-07-21
27482,2014-07-21
27484,2014-07-21
27485,2014-07-21
27490,2014-07-21
27494,2014-07-21
27496,2014-07-21
27499,2014-07-21
27513,2014-07-21
27631,2014-07-22
27632,2014-07-22
27633,2014-07-22
27635,2014-07-22
27636,2014-07-22
27637,2014-07-22
27640,2014-07-22
27644,2014-07-22
27719,2014-07-23
27722,2014-07-23
27723,2014-07-23
27724,2014-07-23
27735,2014-07-23
27782,2014-07-23
27783,2014-07-23
27834,2014-07-23
27836,2014-07-23
27837,2014-07-23
27838,2014-07-23
27839,2014-07-23
27841,2014-07-23
27842,2014-07-23
27844,2014-07-23
27845,2014-07-23
27963,2014-07-24
27964,2014-07-24
27966,2014-07-24
27967,2014-07-24
27971,2014-07-24
27972,2014-07-24
27973,2014-07-24
27974,2014-07-24
27975,2014-07-24
27976,2014-07-24
28007,2014-07-24
28027,2014-07-24
28032,2014-07-24
28128,2014-07-25
28129,2014-07-25
28131,2014-07-25
28132,2014-07-25
28149,2014-07-25
28161,2014-07-25
28163,2014-07-25
28165,2014-07-25
28166,2014-07-25
28167,2014-07-25
28240,2014-07-26
28242,2014-07-26
28342,2014-07-26
28344,2014-07-26
28359,2014-07-26
28366,2014-07-26
28369,2014-07-26
28370,2014-07-26
28372,2014-07-26
28374,2014-07-26
28376,2014-07-26
28378,2014-07-26
28381,2014-07-26
28471,2014-07-27
28473,2014-07-27
28475,2014-07-27
28487,2014-07-27
28499,2014-07-27
28514,2014-07-27
28520,2014-07-27
28523,2014-07-27
28525,2014-07-27
28526,2014-07-27
28528,2014-07-27
28559,2014-07-28
28560,2014-07-28
28561,2014-07-28
28562,2014-07-28
28620,2014-07-28
28668,2014-07-28
28670,2014-07-28
28671,2014-07-28
28672,2014-07-28
28674,2014-07-28
28675,2014-07-28
28678,2014-07-28
28682,2014-07-28
28807,2014-07-29
28808,2014-07-29
28810,2014-07-29
28811,2014-07-29
28815,2014-07-29
28818,2014-07-29
28820,2014-07-29
28848,2014-07-29
28868,2014-07-29
28940,2014-07-30
28942,2014-07-30
28964,2014-07-30
28968,2014-07-30
28969,2014-07-30
28970,2014-07-30
28971,2014-07-30
28972,2014-07-30
28973,2014-07-30
28975,2014-07-30
28981,2014-07-30
28983,2014-07-30
28985,2014-07-30
28987,2014-07-30
29169,2014-07-31
29188,2014-07-31
29190,2014-07-31
29237,2014-07-31
29238,2014-07-31
29239,2014-07-31
29240,2014-07-31
29241,2014-07-31
29242,2014-07-31
29359,2014-08-01
29360,2014-08-01
29361,2014-08-01
29365,2014-08-01
29368,2014-08-01
29370,2014-08-01
29371,2014-08-01
29373,2014-08-01
29376,2014-08-01
29377,2014-08-01
29378,2014-08-01
29379,2014-08-01
29381,2014-08-01
29394,2014-08-01
29478,2014-08-02
29480,2014-08-02
29484,2014-08-02
29485,2014-08-02
29487,2014-08-02
29489,2014-08-02
29490,2014-08-02
29493,2014-08-02
29494,2014-08-02
29495,2014-08-02
29496,2014-08-02
29524,2014-08-02
29550,2014-08-02
29552,2014-08-02
29577,2014-08-02
29619,2014-08-02
29623,2014-08-02
29646,2014-08-03
29669,2014-08-03
29689,2014-08-03
29704,2014-08-03
29705,2014-08-03
29715,2014-08-03
29716,2014-08-03
29717,2014-08-03
29718,2014-08-03
29719,2014-08-03
29720,2014-08-03
29724,2014-08-03
29731,2014-08-03
29963,2014-08-04
29972,2014-08-04
29973,2014-08-04
29975,2014-08-04
29976,2014-08-04
29978,2014-08-04
29979,2014-08-04
30028,2014-08-05
30034,2014-08-05
30035,2014-08-05
30036,2014-08-05
30156,2014-08-06
30161,2014-08-06
30162,2014-08-06
30163,2014-08-06
30164,2014-08-06
30165,2014-08-06
30167,2014-08-06
30220,2014-08-06
30221,2014-08-06
30222,2014-08-06
30279,2014-08-06
30280,2014-08-06
30281,2014-08-06
30342,2014-08-07
30346,2014-08-07
30348,2014-08-07
30351,2014-08-07
30352,2014-08-07
30353,2014-08-07
30354,2014-08-07
30356,2014-08-07
30359,2014-08-07
30366,2014-08-07
30375,2014-08-07
30471,2014-08-08
30472,2014-08-08
30474,2014-08-08
30478,2014-08-08
30532,2014-08-08
30534,2014-08-08
30595,2014-08-08
30599,2014-08-08
30609,2014-08-08
30738,2014-08-09
30739,2014-08-09
30741,2014-08-09
30742,2014-08-09
30743,2014-08-09
30745,2014-08-09
30746,2014-08-09
30747,2014-08-09
30748,2014-08-09
30750,2014-08-09
30752,2014-08-09
30754,2014-08-09
30755,2014-08-09
30756,2014-08-09
30758,2014-08-09
30773,2014-08-09
30783,2014-08-10
30785,2014-08-10
30786,2014-08-10
30787,2014-08-10
30880,2014-08-10
30881,2014-08-10
30882,2014-08-10
30883,2014-08-10
30885,2014-08-10
30886,2014-08-10
30887,2014-08-10
30913,2014-08-10
30940,2014-08-10
30942,2014-08-10
30947,2014-08-10
30948,2014-08-10
30949,2014-08-10
30950,2014-08-10
30955,2014-08-10
31027,2014-08-11
31029,2014-08-11
31030,2014-08-11
31032,2014-08-11
31033,2014-08-11
31035,2014-08-11
31036,2014-08-11
31037,2014-08-11
31038,2014-08-11
31041,2014-08-11
31135,2014-08-12
31136,2014-08-12
31137,2014-08-12
31138,2014-08-12
31139,2014-08-12
31141,2014-08-12
31143,2014-08-12
31144,2014-08-12
31150,2014-08-12
31151,2014-08-12
31153,2014-08-12
31154,2014-08-12
31165,2014-08-12
31167,2014-08-12
31168,2014-08-12
31169,2014-08-12
31170,2014-08-12
31171,2014-08-12
31172,2014-08-12
31388,2014-08-13
31389,2014-08-13
31390,2014-08-13
31396,2014-08-13
31412,2014-08-13
31415,2014-08-13
31417,2014-08-13
31419,2014-08-13
31420,2014-08-13
31421,2014-08-13
31422,2014-08-13
31423,2014-08-13
31424,2014-08-13
31426,2014-08-13
31427,2014-08-13
31428,2014-08-13
31430,2014-08-13
31551,2014-08-14
31552,2014-08-14
31593,2014-08-14
31594,2014-08-14
31599,2014-08-14
31601,2014-08-14
31604,2014-08-14
31606,2014-08-14
31630,2014-08-15
31634,2014-08-15
31637,2014-08-15
31640,2014-08-15
31641,2014-08-15
31642,2014-08-15
31647,2014-08-15
31649,2014-08-15
31651,2014-08-15
31660,2014-08-15
31665,2014-08-15
31667,2014-08-15
31668,2014-08-15
31669,2014-08-15
31813,2014-08-16
31819,2014-08-16
31820,2014-08-16
31823,2014-08-16
31826,2014-08-16
31845,2014-08-16
31847,2014-08-16
31869,2014-08-16
31870,2014-08-16
31871,2014-08-16
31872,2014-08-16
31875,2014-08-16
31876,2014-08-16
31877,2014-08-16
31880,2014-08-16
31882,2014-08-16
31974,2014-08-17
31975,2014-08-17
31976,2014-08-17
31977,2014-08-17
31978,2014-08-17
31980,2014-08-17
31981,2014-08-17
31982,2014-08-17
31984,2014-08-17
31989,2014-08-17
31990,2014-08-17
31991,2014-08-17
31992,2014-08-17
31993,2014-08-17
31994,2014-08-17
31995,2014-08-17
32047,2014-08-17
32068,2014-08-17
32069,2014-08-17
32195,2014-08-18
32196,2014-08-18
32198,2014-08-18
32200,2014-08-18
32201,2014-08-18
32235,2014-08-18
32262,2014-08-18
32264,2014-08-18
32288,2014-08-18
32321,2014-08-18
32322,2014-08-18
32323,2014-08-18
32324,2014-08-18
32325,2014-08-18
32327,2014-08-18
32328,2014-08-18
32451,2014-08-19
32453,2014-08-19
32454,2014-08-19
32455,2014-08-19
32458,2014-08-19
32459,2014-08-19
32460,2014-08-19
32461,2014-08-19
32506,2014-08-19
32514,2014-08-19
32515,2014-08-19
32516,2014-08-19
32636,2014-08-20
32639,2014-08-20
32663,2014-08-20
32666,2014-08-20
32692,2014-08-20
32839,2014-08-21
32840,2014-08-21
32841,2014-08-21
32843,2014-08-21
32847,2014-08-21
32858,2014-08-21
32860,2014-08-21
32867,2014-08-21
32871,2014-08-21
32873,2014-08-21
32875,2014-08-21
32876,2014-08-21
32878,2014-08-21
32879,2014-08-21
32966,2014-08-22
32968,2014-08-22
32985,2014-08-22
32993,2014-08-22
32994,2014-08-22
32998,2014-08-22
32999,2014-08-22
33000,2014-08-22
33001,2014-08-22
33002,2014-08-22
33003,2014-08-22
33004,2014-08-22
33051,2014-08-23
33052,2014-08-23
33053,2014-08-23
33054,2014-08-23
33055,2014-08-23
33057,2014-08-23
33060,2014-08-23
33062,2014-08-23
33063,2014-08-23
33067,2014-08-23
33068,2014-08-23
33092,2014-08-23
33238,2014-08-24
33240,2014-08-24
33245,2014-08-24
33248,2014-08-24
33250,2014-08-24
33252,2014-08-24
33254,2014-08-24
33257,2014-08-24
33258,2014-08-24
33439,2014-08-25
33442,2014-08-25
33448,2014-08-25
33465,2014-08-25
33467,2014-08-25
33488,2014-08-25
33489,2014-08-25
33491,2014-08-25
33492,2014-08-25
33493,2014-08-25
33494,2014-08-25
33495,2014-08-25
33497,2014-08-25
33499,2014-08-25
33505,2014-08-25
33634,2014-08-26
33657,2014-08-26
33658,2014-08-26
33677,2014-08-26
33695,2014-08-26
33696,2014-08-26
33697,2014-08-26
33698,2014-08-26
33704,2014-08-26
33705,2014-08-26
33706,2014-08-26
33708,2014-08-26
33709,2014-08-26
33710,2014-08-26
33732,2014-08-27
33742,2014-08-27
33752,2014-08-27
33753,2014-08-27
33754,2014-08-27
33760,2014-08-27
33762,2014-08-27
33895,2014-08-28
33897,2014-08-28
